Date_reported,Country_code,Country,New_cases
2020/1/3,CN,China,0
2020/1/4,CN,China,1
2020/1/5,CN,China,0
2020/1/6,CN,China,3
2020/1/7,CN,China,0
2020/1/8,CN,China,0
2020/1/9,CN,China,0
2020/1/10,CN,China,0
2020/1/11,CN,China,0
2020/1/12,CN,China,41
2020/1/13,CN,China,0
2020/1/14,CN,China,0
2020/1/15,CN,China,0
2020/1/16,CN,China,0
2020/1/17,CN,China,4
2020/1/18,CN,China,0
2020/1/19,CN,China,81
2020/1/20,CN,China,77
2020/1/21,CN,China,99
2020/1/22,CN,China,154
2020/1/23,CN,China,140
2020/1/24,CN,China,281
2020/1/25,CN,China,472
2020/1/26,CN,China,726
2020/1/27,CN,China,818
2020/1/28,CN,China,1836
2020/1/29,CN,China,1501
2020/1/30,CN,China,1861
2020/1/31,CN,China,2126
2020/2/1,CN,China,2126
2020/2/2,CN,China,2639
2020/2/3,CN,China,2875
2020/2/4,CN,China,3505
2020/2/5,CN,China,4109
2020/2/6,CN,China,3960
2020/2/7,CN,China,3358
2020/2/8,CN,China,3486
2020/2/9,CN,China,2797
2020/2/10,CN,China,3234
2020/2/11,CN,China,2528
2020/2/12,CN,China,2053
2020/2/13,CN,China,16103
2020/2/14,CN,China,4257
2020/2/15,CN,China,2900
2020/2/16,CN,China,2048
2020/2/17,CN,China,2183
2020/2/18,CN,China,2002
2020/2/19,CN,China,1825
2020/2/20,CN,China,416
2020/2/21,CN,China,976
2020/2/22,CN,China,869
2020/2/23,CN,China,676
2020/2/24,CN,China,229
2020/2/25,CN,China,526
2020/2/26,CN,China,431
2020/2/27,CN,China,449
2020/2/28,CN,China,341
2020/2/29,CN,China,447
2020/3/1,CN,China,585
2020/3/2,CN,China,208
2020/3/3,CN,China,131
2020/3/4,CN,China,122
2020/3/5,CN,China,143
2020/3/6,CN,China,145
2020/3/7,CN,China,103
2020/3/8,CN,China,47
2020/3/9,CN,China,47
2020/3/10,CN,China,20
2020/3/11,CN,China,32
2020/3/12,CN,China,25
2020/3/13,CN,China,11
2020/3/14,CN,China,32
2020/3/15,CN,China,28
2020/3/16,CN,China,30
2020/3/17,CN,China,41
2020/3/18,CN,China,36
2020/3/19,CN,China,86
2020/3/20,CN,China,67
2020/3/21,CN,China,117
2020/3/22,CN,China,87
2020/3/23,CN,China,103
2020/3/24,CN,China,146
2020/3/25,CN,China,106
2020/3/26,CN,China,118
2020/3/27,CN,China,125
2020/3/28,CN,China,136
2020/3/29,CN,China,132
2020/3/30,CN,China,106
2020/3/31,CN,China,105
2020/4/1,CN,China,90
2020/4/2,CN,China,99
2020/4/3,CN,China,82
2020/4/4,CN,China,73
2020/4/5,CN,China,56
2020/4/6,CN,China,77
2020/4/7,CN,China,73
2020/4/8,CN,China,90
2020/4/9,CN,China,94
2020/4/10,CN,China,58
2020/4/11,CN,China,65
2020/4/12,CN,China,119
2020/4/13,CN,China,117
2020/4/14,CN,China,102
2020/4/15,CN,China,51
2020/4/16,CN,China,55
2020/4/17,CN,China,28
2020/4/18,CN,China,373
2020/4/19,CN,China,21
2020/4/20,CN,China,36
2020/4/21,CN,China,13
2020/4/22,CN,China,40
2020/4/23,CN,China,16
2020/4/24,CN,China,9
2020/4/25,CN,China,13
2020/4/26,CN,China,15
2020/4/27,CN,China,3
2020/4/28,CN,China,6
2020/4/29,CN,China,23
2020/4/30,CN,China,4
2020/5/1,CN,China,13
2020/5/2,CN,China,3
2020/5/3,CN,China,5
2020/5/4,CN,China,7
2020/5/5,CN,China,4
2020/5/6,CN,China,2
2020/5/7,CN,China,3
2020/5/8,CN,China,6
2020/5/9,CN,China,1
2020/5/10,CN,China,14
2020/5/11,CN,China,21
2020/5/12,CN,China,1
2020/5/13,CN,China,7
2020/5/14,CN,China,6
2020/5/15,CN,China,5
2020/5/16,CN,China,9
2020/5/17,CN,China,6
2020/5/18,CN,China,10
2020/5/19,CN,China,6
2020/5/20,CN,China,5
2020/5/21,CN,China,2
2020/5/22,CN,China,13
2020/5/23,CN,China,2
2020/5/24,CN,China,3
2020/5/25,CN,China,11
2020/5/26,CN,China,7
2020/5/27,CN,China,1
2020/5/28,CN,China,3
2020/5/29,CN,China,0
2020/5/30,CN,China,18
2020/5/31,CN,China,5
2020/6/1,CN,China,19
2020/6/2,CN,China,9
2020/6/3,CN,China,5
2020/6/4,CN,China,1
2020/6/5,CN,China,11
2020/6/6,CN,China,6
2020/6/7,CN,China,9
2020/6/8,CN,China,5
2020/6/9,CN,China,4
2020/6/10,CN,China,3
2020/6/11,CN,China,12
2020/6/12,CN,China,7
2020/6/13,CN,China,12
2020/6/14,CN,China,60
2020/6/15,CN,China,50
2020/6/16,CN,China,47
2020/6/17,CN,China,46
2020/6/18,CN,China,37
2020/6/19,CN,China,37
2020/6/20,CN,China,31
2020/6/21,CN,China,27
2020/6/22,CN,China,22
2020/6/23,CN,China,52
2020/6/24,CN,China,30
2020/6/25,CN,China,21
2020/6/26,CN,China,29
2020/6/27,CN,China,25
2020/6/28,CN,China,18
2020/6/29,CN,China,15
2020/6/30,CN,China,24
2020/7/1,CN,China,5
2020/7/2,CN,China,31
2020/7/3,CN,China,15
2020/7/4,CN,China,9
2020/7/5,CN,China,20
2020/7/6,CN,China,14
2020/7/7,CN,China,27
2020/7/8,CN,China,22
2020/7/9,CN,China,33
2020/7/10,CN,China,46
2020/7/11,CN,China,44
2020/7/12,CN,China,36
2020/7/13,CN,China,50
2020/7/14,CN,China,59
2020/7/15,CN,China,56
2020/7/16,CN,China,20
2020/7/17,CN,China,79
2020/7/18,CN,China,87
2020/7/19,CN,China,80
2020/7/20,CN,China,140
2020/7/21,CN,China,89
2020/7/22,CN,China,76
2020/7/23,CN,China,141
2020/7/24,CN,China,145
2020/7/25,CN,China,165
2020/7/26,CN,China,191
2020/7/27,CN,China,197
2020/7/28,CN,China,220
2020/7/29,CN,China,220
2020/7/30,CN,China,235
2020/7/31,CN,China,287
2020/8/1,CN,China,175
2020/8/2,CN,China,191
2020/8/3,CN,China,166
2020/8/4,CN,China,118
2020/8/5,CN,China,117
2020/8/6,CN,China,133
2020/8/7,CN,China,136
2020/8/8,CN,China,125
2020/8/9,CN,China,95
2020/8/10,CN,China,126
2020/8/11,CN,China,117
2020/8/12,CN,China,65
2020/8/13,CN,China,87
2020/8/14,CN,China,103
2020/8/15,CN,China,72
2020/8/16,CN,China,68
2020/8/17,CN,China,104
2020/8/18,CN,China,70
2020/8/19,CN,China,55
2020/8/20,CN,China,34
2020/8/21,CN,China,41
2020/8/22,CN,China,50
2020/8/23,CN,China,39
2020/8/24,CN,China,43
2020/8/25,CN,China,25
2020/8/26,CN,China,34
2020/8/27,CN,China,32
2020/8/28,CN,China,30
2020/8/29,CN,China,22
2020/8/30,CN,China,30
2020/8/31,CN,China,32
2020/9/1,CN,China,20
2020/9/2,CN,China,20
2020/9/3,CN,China,21
2020/9/4,CN,China,35
2020/9/5,CN,China,24
2020/9/6,CN,China,19
2020/9/7,CN,China,35
2020/9/8,CN,China,22
2020/9/9,CN,China,9
2020/9/10,CN,China,13
2020/9/11,CN,China,29
2020/9/12,CN,China,20
2020/9/13,CN,China,24
2020/9/14,CN,China,31
2020/9/15,CN,China,24
2020/9/16,CN,China,16
2020/9/17,CN,China,20
2020/9/18,CN,China,44
2020/9/19,CN,China,18
2020/9/20,CN,China,27
2020/9/21,CN,China,36
2020/9/22,CN,China,14
2020/9/23,CN,China,18
2020/9/24,CN,China,10
2020/9/25,CN,China,15
2020/9/26,CN,China,18
2020/9/27,CN,China,15
2020/9/28,CN,China,29
2020/9/29,CN,China,26
2020/9/30,CN,China,23
2020/10/1,CN,China,20
2020/10/2,CN,China,21
2020/10/3,CN,China,19
2020/10/4,CN,China,21
2020/10/5,CN,China,27
2020/10/6,CN,China,25
2020/10/7,CN,China,18
2020/10/8,CN,China,24
2020/10/9,CN,China,43
2020/10/10,CN,China,27
2020/10/11,CN,China,28
2020/10/12,CN,China,30
2020/10/13,CN,China,28
2020/10/14,CN,China,28
2020/10/15,CN,China,12
2020/10/16,CN,China,37
2020/10/17,CN,China,25
2020/10/18,CN,China,31
2020/10/19,CN,China,18
2020/10/20,CN,China,41
2020/10/21,CN,China,19
2020/10/22,CN,China,25
2020/10/23,CN,China,36
2020/10/24,CN,China,34
2020/10/25,CN,China,22
2020/10/26,CN,China,26
2020/10/27,CN,China,24
2020/10/28,CN,China,49
2020/10/29,CN,China,51
2020/10/30,CN,China,32
2020/10/31,CN,China,43
2020/11/1,CN,China,29
2020/11/2,CN,China,36
2020/11/3,CN,China,61
2020/11/4,CN,China,32
2020/11/5,CN,China,34
2020/11/6,CN,China,45
2020/11/7,CN,China,45
2020/11/8,CN,China,32
2020/11/9,CN,China,49
2020/11/10,CN,China,29
2020/11/11,CN,China,28
2020/11/12,CN,China,38
2020/11/13,CN,China,37
2020/11/14,CN,China,34
2020/11/15,CN,China,26
2020/11/16,CN,China,25
2020/11/17,CN,China,26
2020/11/18,CN,China,15
2020/11/19,CN,China,24
2020/11/20,CN,China,31
2020/11/21,CN,China,44
2020/11/22,CN,China,62
2020/11/23,CN,China,91
2020/11/24,CN,China,103
2020/11/25,CN,China,91
2020/11/26,CN,China,120
2020/11/27,CN,China,88
2020/11/28,CN,China,120
2020/11/29,CN,China,113
2020/11/30,CN,China,147
2020/12/1,CN,China,118
2020/12/2,CN,China,91
2020/12/3,CN,China,140
2020/12/4,CN,China,116
2020/12/5,CN,China,142
2020/12/6,CN,China,126
2020/12/7,CN,China,135
2020/12/8,CN,China,91
2020/12/9,CN,China,126
2020/12/10,CN,China,129
2020/12/11,CN,China,142
2020/12/12,CN,China,102
2020/12/13,CN,China,102
2020/12/14,CN,China,121
2020/12/15,CN,China,106
2020/12/16,CN,China,121
2020/12/17,CN,China,101
2020/12/18,CN,China,122
2020/12/19,CN,China,93
2020/12/20,CN,China,148
2020/12/21,CN,China,103
2020/12/22,CN,China,105
2020/12/23,CN,China,87
2020/12/24,CN,China,76
2020/12/25,CN,China,89
2020/12/26,CN,China,83
2020/12/27,CN,China,90
2020/12/28,CN,China,93
2020/12/29,CN,China,99
2020/12/30,CN,China,84
2020/12/31,CN,China,82
2021/1/1,CN,China,162
2021/1/2,CN,China,66
2021/1/3,CN,China,83
2021/1/4,CN,China,95
2021/1/5,CN,China,66
2021/1/6,CN,China,90
2021/1/7,CN,China,93
2021/1/8,CN,China,82
2021/1/9,CN,China,139
2021/1/10,CN,China,137
2021/1/11,CN,China,102
2021/1/12,CN,China,182
2021/1/13,CN,China,189
2021/1/14,CN,China,178
2021/1/15,CN,China,179
2021/1/16,CN,China,181
2021/1/17,CN,China,184
2021/1/18,CN,China,245
2021/1/19,CN,China,167
2021/1/20,CN,China,232
2021/1/21,CN,China,179
2021/1/22,CN,China,193
2021/1/23,CN,China,175
2021/1/24,CN,China,209
2021/1/25,CN,China,160
2021/1/26,CN,China,143
2021/1/27,CN,China,117
2021/1/28,CN,China,100
2021/1/29,CN,China,116
2021/1/30,CN,China,141
2021/1/31,CN,China,104
2021/2/1,CN,China,69
2021/2/2,CN,China,55
2021/2/3,CN,China,54
2021/2/4,CN,China,45
2021/2/5,CN,China,59
2021/2/6,CN,China,32
2021/2/7,CN,China,44
2021/2/8,CN,China,49
2021/2/9,CN,China,47
2021/2/10,CN,China,22
2021/2/11,CN,China,35
2021/2/12,CN,China,34
2021/2/13,CN,China,20
2021/2/14,CN,China,21
2021/2/15,CN,China,25
2021/2/16,CN,China,16
2021/2/17,CN,China,29
2021/2/18,CN,China,21
2021/2/19,CN,China,23
2021/2/20,CN,China,23
2021/2/21,CN,China,31
2021/2/22,CN,China,27
2021/2/23,CN,China,24
2021/2/24,CN,China,28
2021/2/25,CN,China,24
2021/2/26,CN,China,36
2021/2/27,CN,China,44
2021/2/28,CN,China,42
2021/3/1,CN,China,26
2021/3/2,CN,China,25
2021/3/3,CN,China,28
2021/3/4,CN,China,20
2021/3/5,CN,China,22
2021/3/6,CN,China,29
2021/3/7,CN,China,39
2021/3/8,CN,China,25
2021/3/9,CN,China,28
2021/3/10,CN,China,21
2021/3/11,CN,China,32
2021/3/12,CN,China,78
2021/3/13,CN,China,60
2021/3/14,CN,China,32
2021/3/15,CN,China,52
2021/3/16,CN,China,22
2021/3/17,CN,China,17
2021/3/18,CN,China,30
2021/3/19,CN,China,25
2021/3/20,CN,China,21
2021/3/21,CN,China,17
2021/3/22,CN,China,28
2021/3/23,CN,China,23
2021/3/24,CN,China,25
2021/3/25,CN,China,24
2021/3/26,CN,China,26
2021/3/27,CN,China,23
2021/3/28,CN,China,18
2021/3/29,CN,China,17
2021/3/30,CN,China,19
2021/3/31,CN,China,28
2021/4/1,CN,China,28
2021/4/2,CN,China,49
2021/4/3,CN,China,30
2021/4/4,CN,China,44
2021/4/5,CN,China,42
2021/4/6,CN,China,22
2021/4/7,CN,China,36
2021/4/8,CN,China,32
2021/4/9,CN,China,35
2021/4/10,CN,China,18
2021/4/11,CN,China,32
2021/4/12,CN,China,24
2021/4/13,CN,China,31
2021/4/14,CN,China,21
2021/4/15,CN,China,18
2021/4/16,CN,China,34
2021/4/17,CN,China,38
2021/4/18,CN,China,44
2021/4/19,CN,China,25
2021/4/20,CN,China,33
2021/4/21,CN,China,11
2021/4/22,CN,China,38
2021/4/23,CN,China,23
2021/4/24,CN,China,25
2021/4/25,CN,China,20
2021/4/26,CN,China,20
2021/4/27,CN,China,26
2021/4/28,CN,China,35
2021/4/29,CN,China,36
2021/4/30,CN,China,28
2021/5/1,CN,China,28
2021/5/2,CN,China,18
2021/5/3,CN,China,27
2021/5/4,CN,China,19
2021/5/5,CN,China,18
2021/5/6,CN,China,28
2021/5/7,CN,China,14
2021/5/8,CN,China,22
2021/5/9,CN,China,14
2021/5/10,CN,China,35
2021/5/11,CN,China,28
2021/5/12,CN,China,33
2021/5/13,CN,China,36
2021/5/14,CN,China,49
2021/5/15,CN,China,225
2021/5/16,CN,China,238
2021/5/17,CN,China,358
2021/5/18,CN,China,259
2021/5/19,CN,China,300
2021/5/20,CN,China,322
2021/5/21,CN,China,336
2021/5/22,CN,China,750
2021/5/23,CN,China,518
2021/5/24,CN,China,654
2021/5/25,CN,China,613
2021/5/26,CN,China,705
2021/5/27,CN,China,684
2021/5/28,CN,China,623
2021/5/29,CN,China,529
2021/5/30,CN,China,396
2021/5/31,CN,China,412
2021/6/1,CN,China,394
2021/6/2,CN,China,573
2021/6/3,CN,China,629
2021/6/4,CN,China,545
2021/6/5,CN,China,562
2021/6/6,CN,China,581
2021/6/7,CN,China,25
2021/6/8,CN,China,239
2021/6/9,CN,China,310
2021/6/10,CN,China,299
2021/6/11,CN,China,342
2021/6/12,CN,China,314
2021/6/13,CN,China,212
2021/6/14,CN,China,222
2021/6/15,CN,China,159
2021/6/16,CN,China,207
2021/6/17,CN,China,200
2021/6/18,CN,China,228
2021/6/19,CN,China,165
2021/6/20,CN,China,128
2021/6/21,CN,China,106
2021/6/22,CN,China,116
2021/6/23,CN,China,123
2021/6/24,CN,China,171
2021/6/25,CN,China,114
2021/6/26,CN,China,99
2021/6/27,CN,China,119
2021/6/28,CN,China,83
2021/6/29,CN,China,64
2021/6/30,CN,China,72
2021/7/1,CN,China,78
2021/7/2,CN,China,100
2021/7/3,CN,China,104
2021/7/4,CN,China,69
2021/7/5,CN,China,56
2021/7/6,CN,China,88
2021/7/7,CN,China,61
2021/7/8,CN,China,50
2021/7/9,CN,China,64
2021/7/10,CN,China,60
2021/7/11,CN,China,63
2021/7/12,CN,China,53
2021/7/13,CN,China,53
2021/7/14,CN,China,62
2021/7/15,CN,China,58
2021/7/16,CN,China,65
2021/7/17,CN,China,46
2021/7/18,CN,China,51
2021/7/19,CN,China,94
2021/7/20,CN,China,57
2021/7/21,CN,China,85
2021/7/22,CN,China,89
2021/7/23,CN,China,63
2021/7/24,CN,China,60
2021/7/25,CN,China,93
2021/7/26,CN,China,88
2021/7/27,CN,China,105
2021/7/28,CN,China,76
2021/7/29,CN,China,84
2021/7/30,CN,China,83
2021/7/31,CN,China,93
2021/8/1,CN,China,116
2021/8/2,CN,China,108
2021/8/3,CN,China,131
2021/8/4,CN,China,109
2021/8/5,CN,China,146
2021/8/6,CN,China,127
2021/8/7,CN,China,118
2021/8/8,CN,China,137
2021/8/9,CN,China,155
2021/8/10,CN,China,129
2021/8/11,CN,China,102
2021/8/12,CN,China,120
2021/8/13,CN,China,88
2021/8/14,CN,China,68
2021/8/15,CN,China,66
2021/8/16,CN,China,58
2021/8/17,CN,China,53
2021/8/18,CN,China,64
2021/8/19,CN,China,47
2021/8/20,CN,China,33
2021/8/21,CN,China,49
2021/8/22,CN,China,36
2021/8/23,CN,China,48
2021/8/24,CN,China,33
2021/8/25,CN,China,32
2021/8/26,CN,China,44
2021/8/27,CN,China,48
2021/8/28,CN,China,48
2021/8/29,CN,China,54
2021/8/30,CN,China,50
2021/8/31,CN,China,26
2021/9/1,CN,China,37
2021/9/2,CN,China,30
2021/9/3,CN,China,41
2021/9/4,CN,China,30
2021/9/5,CN,China,33
2021/9/6,CN,China,57
2021/9/7,CN,China,37
2021/9/8,CN,China,41
2021/9/9,CN,China,25
2021/9/10,CN,China,39
2021/9/11,CN,China,55
2021/9/12,CN,China,70
2021/9/13,CN,China,104
2021/9/14,CN,China,84
2021/9/15,CN,China,93
2021/9/16,CN,China,98
2021/9/17,CN,China,59
2021/9/18,CN,China,83
2021/9/19,CN,China,66
2021/9/20,CN,China,83
2021/9/21,CN,China,48
2021/9/22,CN,China,54
2021/9/23,CN,China,66
2021/9/24,CN,China,56
2021/9/25,CN,China,46
2021/9/26,CN,China,54
2021/9/27,CN,China,46
2021/9/28,CN,China,58
2021/9/29,CN,China,41
2021/9/30,CN,China,45
2021/10/1,CN,China,60
2021/10/2,CN,China,43
2021/10/3,CN,China,33
2021/10/4,CN,China,40
2021/10/5,CN,China,44
2021/10/6,CN,China,38
2021/10/7,CN,China,35
2021/10/8,CN,China,34
2021/10/9,CN,China,36
2021/10/10,CN,China,33
2021/10/11,CN,China,31
2021/10/12,CN,China,30
2021/10/13,CN,China,30
2021/10/14,CN,China,19
2021/10/15,CN,China,27
2021/10/16,CN,China,38
2021/10/17,CN,China,28
2021/10/18,CN,China,30
2021/10/19,CN,China,40
2021/10/20,CN,China,29
2021/10/21,CN,China,52
2021/10/22,CN,China,62
2021/10/23,CN,China,60
2021/10/24,CN,China,50
2021/10/25,CN,China,55
2021/10/26,CN,China,71
2021/10/27,CN,China,55
2021/10/28,CN,China,76
2021/10/29,CN,China,92
2021/10/30,CN,China,87
2021/10/31,CN,China,101
2021/11/1,CN,China,83
2021/11/2,CN,China,117
2021/11/3,CN,China,114
2021/11/4,CN,China,91
2021/11/5,CN,China,64
2021/11/6,CN,China,84
2021/11/7,CN,China,96
2021/11/8,CN,China,71
2021/11/9,CN,China,61
2021/11/10,CN,China,77
2021/11/11,CN,China,115
2021/11/12,CN,China,91
2021/11/13,CN,China,96
2021/11/14,CN,China,66
2021/11/15,CN,China,38
2021/11/16,CN,China,36
2021/11/17,CN,China,44
2021/11/18,CN,China,32
2021/11/19,CN,China,36
2021/11/20,CN,China,24
2021/11/21,CN,China,53
2021/11/22,CN,China,27
2021/11/23,CN,China,37
2021/11/24,CN,China,30
2021/11/25,CN,China,31
2021/11/26,CN,China,44
2021/11/27,CN,China,38
2021/11/28,CN,China,58
2021/11/29,CN,China,54
2021/11/30,CN,China,125
2021/12/1,CN,China,89
2021/12/2,CN,China,121
2021/12/3,CN,China,112
2021/12/4,CN,China,77
2021/12/5,CN,China,76
2021/12/6,CN,China,119
2021/12/7,CN,China,108
2021/12/8,CN,China,95
2021/12/9,CN,China,95
2021/12/10,CN,China,116
2021/12/11,CN,China,87
2021/12/12,CN,China,122
2021/12/13,CN,China,88
2021/12/14,CN,China,90
2021/12/15,CN,China,86
2021/12/16,CN,China,102
2021/12/17,CN,China,147
2021/12/18,CN,China,106
2021/12/19,CN,China,125
2021/12/20,CN,China,106
2021/12/21,CN,China,102
2021/12/22,CN,China,125
2021/12/23,CN,China,107
2021/12/24,CN,China,170
2021/12/25,CN,China,268
2021/12/26,CN,China,240
2021/12/27,CN,China,252
2021/12/28,CN,China,235
2021/12/29,CN,China,233
2021/12/30,CN,China,253
2021/12/31,CN,China,306
2022/1/1,CN,China,250
2022/1/2,CN,China,212
2022/1/3,CN,China,234
2022/1/4,CN,China,174
2022/1/5,CN,China,258
2022/1/6,CN,China,269
2022/1/7,CN,China,252
2022/1/8,CN,China,259
2022/1/9,CN,China,258
2022/1/10,CN,China,267
2022/1/11,CN,China,333
2022/1/12,CN,China,320
2022/1/13,CN,China,297
2022/1/14,CN,China,253
2022/1/15,CN,China,211
2022/1/16,CN,China,296
2022/1/17,CN,China,251
2022/1/18,CN,China,179
2022/1/19,CN,China,137
2022/1/20,CN,China,134
2022/1/21,CN,China,165
2022/1/22,CN,China,218
2022/1/23,CN,China,294
2022/1/24,CN,China,232
2022/1/25,CN,China,178
2022/1/26,CN,China,284
2022/1/27,CN,China,305
2022/1/28,CN,China,253
2022/1/29,CN,China,254
2022/1/30,CN,China,210
2022/1/31,CN,China,228
2022/2/1,CN,China,261
2022/2/2,CN,China,208
2022/2/3,CN,China,245
2022/2/4,CN,China,243
2022/2/5,CN,China,496
2022/2/6,CN,China,477
2022/2/7,CN,China,809
2022/2/8,CN,China,853
2022/2/9,CN,China,1248
2022/2/10,CN,China,1196
2022/2/11,CN,China,1563
2022/2/12,CN,China,1793
2022/2/13,CN,China,1606
2022/2/14,CN,China,2373
2022/2/15,CN,China,1912
2022/2/16,CN,China,4661
2022/2/17,CN,China,6638
2022/2/18,CN,China,4003
2022/2/19,CN,China,6734
2022/2/20,CN,China,6728
2022/2/21,CN,China,7918
2022/2/22,CN,China,6999
2022/2/23,CN,China,9495
2022/2/24,CN,China,9493
2022/2/25,CN,China,38910
2022/2/26,CN,China,25840
2022/2/27,CN,China,27585
2022/2/28,CN,China,35891
2022/3/1,CN,China,35641
2022/3/2,CN,China,61135
2022/3/3,CN,China,61957
2022/3/4,CN,China,56878
2022/3/5,CN,China,38040
2022/3/6,CN,China,33730
2022/3/7,CN,China,25946
2022/3/8,CN,China,29834
2022/3/9,CN,China,28003
2022/3/10,CN,China,26589
2022/3/11,CN,China,21382
2022/3/12,CN,China,18635
2022/3/13,CN,China,16263
2022/3/14,CN,China,16142
2022/3/15,CN,China,14476
2022/3/16,CN,China,16444
2022/3/17,CN,China,11871
2022/3/18,CN,China,11052
2022/3/19,CN,China,9609
2022/3/20,CN,China,8434
2022/3/21,CN,China,7563
2022/3/22,CN,China,7195
2022/3/23,CN,China,6768
2022/3/24,CN,China,7459
2022/3/25,CN,China,6268
2022/3/26,CN,China,5376
2022/3/27,CN,China,5366
2022/3/28,CN,China,4925
2022/3/29,CN,China,5308
2022/3/30,CN,China,5399
2022/3/31,CN,China,5339
2022/4/1,CN,China,5591
2022/4/2,CN,China,4378
2022/4/3,CN,China,3756
2022/4/4,CN,China,3325
2022/4/5,CN,China,3686
2022/4/6,CN,China,3351
2022/4/7,CN,China,3680
2022/4/8,CN,China,3184
2022/4/9,CN,China,2928
2022/4/10,CN,China,2860
2022/4/11,CN,China,2600
2022/4/12,CN,China,2989
2022/4/13,CN,China,5098
2022/4/14,CN,China,5116
2022/4/15,CN,China,5985
2022/4/16,CN,China,5643
2022/4/17,CN,China,4648
2022/4/18,CN,China,5612
2022/4/19,CN,China,4872
2022/4/20,CN,China,5775
2022/4/21,CN,China,5897
2022/4/22,CN,China,7838
2022/4/23,CN,China,6075
2022/4/24,CN,China,8594
2022/4/25,CN,China,7619
2022/4/26,CN,China,8917
2022/4/27,CN,China,11000
2022/4/28,CN,China,17423
2022/4/29,CN,China,14896
2022/4/30,CN,China,17535
2022/5/1,CN,China,18507
2022/5/2,CN,China,19036
2022/5/3,CN,China,25639
2022/5/4,CN,China,30969
2022/5/5,CN,China,33461
2022/5/6,CN,China,39290
2022/5/7,CN,China,46948
2022/5/8,CN,China,45235
2022/5/9,CN,China,43853
2022/5/10,CN,China,54914
2022/5/11,CN,China,62982
2022/5/12,CN,China,67947
2022/5/13,CN,China,65751
2022/5/14,CN,China,67527
2022/5/15,CN,China,72389
2022/5/16,CN,China,63679
2022/5/17,CN,China,71966
2022/5/18,CN,China,92248
2022/5/19,CN,China,92985
2022/5/20,CN,China,87589
2022/5/21,CN,China,89497
2022/5/22,CN,China,84334
2022/5/23,CN,China,69438
2022/5/24,CN,China,88054
2022/5/25,CN,China,98012
2022/5/26,CN,China,82251
2022/5/27,CN,China,98151
2022/5/28,CN,China,87182
2022/5/29,CN,China,81288
2022/5/30,CN,China,65959
2022/5/31,CN,China,83140
2022/6/1,CN,China,96615
2022/6/2,CN,China,79283
2022/6/3,CN,China,79428
2022/6/4,CN,China,70939
2022/6/5,CN,China,63873
2022/6/6,CN,China,53902
2022/6/7,CN,China,85880
2022/6/8,CN,China,84819
2022/6/9,CN,China,79016
2022/6/10,CN,China,74438
2022/6/11,CN,China,83633
2022/6/12,CN,China,53126
2022/6/13,CN,China,49862
2022/6/14,CN,China,68011
2022/6/15,CN,China,74679
2022/6/16,CN,China,68792
2022/6/17,CN,China,56137
2022/6/18,CN,China,59201
2022/6/19,CN,China,54536
2022/6/20,CN,China,37978
2022/6/21,CN,China,58909
2022/6/22,CN,China,53678
2022/6/23,CN,China,53168
2022/6/24,CN,China,48009
2022/6/25,CN,China,44112
2022/6/26,CN,China,41689
2022/6/27,CN,China,30493
2022/6/28,CN,China,45253
2022/6/29,CN,China,43187
2022/6/30,CN,China,40742
2022/7/1,CN,China,40050
2022/7/2,CN,China,36087
2022/7/3,CN,China,0
2022/7/4,CN,China,34416
2022/7/5,CN,China,25383
2022/7/6,CN,China,37261
2022/7/7,CN,China,37153
2022/7/8,CN,China,35547
2022/7/9,CN,China,33462
2022/7/10,CN,China,29885
2022/7/11,CN,China,31747
2022/7/12,CN,China,21424
2022/7/13,CN,China,35090
2022/7/14,CN,China,34660
2022/7/15,CN,China,32166
2022/7/16,CN,China,29654
2022/7/17,CN,China,27820
2022/7/18,CN,China,27366
2022/7/19,CN,China,20432
2022/7/20,CN,China,30962
2022/7/21,CN,China,30423
2022/7/22,CN,China,29371
2022/7/23,CN,China,28451
2022/7/24,CN,China,24807
2022/7/25,CN,China,25397
2022/7/26,CN,China,19006
2022/7/27,CN,China,28571
2022/7/28,CN,China,29205
2022/7/29,CN,China,26230
2022/7/30,CN,China,25884
2022/7/31,CN,China,24365
2022/8/1,CN,China,24665
2022/8/2,CN,China,19530
2022/8/3,CN,China,26187
2022/8/4,CN,China,28422
2022/8/5,CN,China,25889
2022/8/6,CN,China,26009
2022/8/7,CN,China,22909
2022/8/8,CN,China,24186
2022/8/9,CN,China,18624
2022/8/10,CN,China,28014
2022/8/11,CN,China,28385
2022/8/12,CN,China,27521
2022/8/13,CN,China,24593
2022/8/14,CN,China,25266
2022/8/15,CN,China,25402
2022/8/16,CN,China,18500
2022/8/17,CN,China,26702
2022/8/18,CN,China,28356
2022/8/19,CN,China,27504
2022/8/20,CN,China,28137
2022/8/21,CN,China,27282
2022/8/22,CN,China,26762
2022/8/23,CN,China,19731
2022/8/24,CN,China,31343
2022/8/25,CN,China,34546
2022/8/26,CN,China,32620
2022/8/27,CN,China,31304
2022/8/28,CN,China,30833
2022/8/29,CN,China,31201
2022/8/30,CN,China,24949
2022/8/31,CN,China,36346
2022/9/1,CN,China,39307
2022/9/2,CN,China,38112
2022/9/3,CN,China,37356
2022/9/4,CN,China,38563
2022/9/5,CN,China,39508
2022/9/6,CN,China,29334
2022/9/7,CN,China,40139
2022/9/8,CN,China,45028
2022/9/9,CN,China,39494
