Date_reported,Country_code,Country,New_cases
2023/8/21,US,United States of America,0
2023/8/22,US,United States of America,0
2023/8/23,US,United States of America,0
2023/8/24,US,United States of America,0
2023/8/25,US,United States of America,0
2023/8/26,US,United States of America,0
2023/8/27,US,United States of America,0
2023/8/28,US,United States of America,0
2023/8/29,US,United States of America,0
2023/8/30,US,United States of America,0
2023/8/31,US,United States of America,0
2023/9/1,US,United States of America,0
2023/9/2,US,United States of America,0
2023/9/3,US,United States of America,0
2023/9/4,US,United States of America,0
2023/9/5,US,United States of America,0
2023/9/6,US,United States of America,0
2023/9/7,US,United States of America,0
2023/9/8,US,United States of America,0
2023/9/9,US,United States of America,0
2023/9/10,US,United States of America,0
2023/9/11,US,United States of America,0
2023/9/12,US,United States of America,0
2023/9/13,US,United States of America,0
2023/9/14,US,United States of America,0
2023/9/15,US,United States of America,0
2023/9/16,US,United States of America,0
2023/9/17,US,United States of America,0
2023/9/18,US,United States of America,0
2023/9/19,US,United States of America,0
2023/9/20,US,United States of America,0
2023/9/21,US,United States of America,0
2023/9/22,US,United States of America,0
2023/9/23,US,United States of America,0
2023/9/24,US,United States of America,0
2023/9/25,US,United States of America,0
2023/9/26,US,United States of America,0
2023/9/27,US,United States of America,0
2023/9/28,US,United States of America,0
2023/9/29,US,United States of America,0
2023/9/30,US,United States of America,0
2023/10/1,US,United States of America,0
2023/10/2,US,United States of America,0
2023/10/3,US,United States of America,0
2023/10/4,US,United States of America,0
